filename,category,source_recording,duration_seconds,sample_rate,filepath
166_1p1_Pr_sc_Meditron_cycle018_3.45s.wav,normal,166_1p1_Pr_sc_Meditron,3.4521,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\166_1p1_Pr_sc_Meditron_cycle018_3.45s.wav
166_1p1_Pr_sc_Meditron_cycle019_3.11s.wav,normal,166_1p1_Pr_sc_Meditron,3.115,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\166_1p1_Pr_sc_Meditron_cycle019_3.11s.wav
166_1p1_Pr_sc_Meditron_cycle020_3.32s.wav,normal,166_1p1_Pr_sc_Meditron,3.322,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\166_1p1_Pr_sc_Meditron_cycle020_3.32s.wav
166_1p1_Pr_sc_Meditron_cycle021_3.20s.wav,normal,166_1p1_Pr_sc_Meditron,3.196,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\166_1p1_Pr_sc_Meditron_cycle021_3.20s.wav
166_1p1_Pr_sc_Meditron_cycle022_3.12s.wav,normal,166_1p1_Pr_sc_Meditron,3.119,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\166_1p1_Pr_sc_Meditron_cycle022_3.12s.wav
166_1p1_Pr_sc_Meditron_cycle023_3.48s.wav,normal,166_1p1_Pr_sc_Meditron,3.478,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\166_1p1_Pr_sc_Meditron_cycle023_3.48s.wav
166_1p1_Pr_sc_Meditron_cycle024_2.46s.wav,normal,166_1p1_Pr_sc_Meditron,2.46,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\166_1p1_Pr_sc_Meditron_cycle024_2.46s.wav
167_1b1_Al_sc_Meditron_cycle001_1.77s.wav,normal,167_1b1_Al_sc_Meditron,1.771,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle001_1.77s.wav
167_1b1_Al_sc_Meditron_cycle002_1.53s.wav,normal,167_1b1_Al_sc_Meditron,1.529,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle002_1.53s.wav
167_1b1_Al_sc_Meditron_cycle003_1.29s.wav,normal,167_1b1_Al_sc_Meditron,1.285,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle003_1.29s.wav
167_1b1_Al_sc_Meditron_cycle004_1.30s.wav,normal,167_1b1_Al_sc_Meditron,1.3,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle004_1.30s.wav
167_1b1_Al_sc_Meditron_cycle005_1.49s.wav,normal,167_1b1_Al_sc_Meditron,1.486,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle005_1.49s.wav
167_1b1_Al_sc_Meditron_cycle006_1.36s.wav,normal,167_1b1_Al_sc_Meditron,1.357,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle006_1.36s.wav
167_1b1_Al_sc_Meditron_cycle007_1.30s.wav,normal,167_1b1_Al_sc_Meditron,1.3,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle007_1.30s.wav
167_1b1_Al_sc_Meditron_cycle008_1.50s.wav,normal,167_1b1_Al_sc_Meditron,1.5,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle008_1.50s.wav
167_1b1_Al_sc_Meditron_cycle009_1.40s.wav,normal,167_1b1_Al_sc_Meditron,1.4,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle009_1.40s.wav
167_1b1_Al_sc_Meditron_cycle010_1.57s.wav,normal,167_1b1_Al_sc_Meditron,1.571,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle010_1.57s.wav
167_1b1_Al_sc_Meditron_cycle011_1.52s.wav,normal,167_1b1_Al_sc_Meditron,1.515,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle011_1.52s.wav
167_1b1_Al_sc_Meditron_cycle012_1.29s.wav,normal,167_1b1_Al_sc_Meditron,1.285,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle012_1.29s.wav
167_1b1_Al_sc_Meditron_cycle013_0.56s.wav,normal,167_1b1_Al_sc_Meditron,0.558,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Al_sc_Meditron_cycle013_0.56s.wav
167_1b1_Pr_sc_Meditron_cycle001_1.00s.wav,normal,167_1b1_Pr_sc_Meditron,1.0,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Pr_sc_Meditron_cycle001_1.00s.wav
167_1b1_Pr_sc_Meditron_cycle004_1.43s.wav,normal,167_1b1_Pr_sc_Meditron,1.428,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Pr_sc_Meditron_cycle004_1.43s.wav
167_1b1_Pr_sc_Meditron_cycle008_1.38s.wav,normal,167_1b1_Pr_sc_Meditron,1.385,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Pr_sc_Meditron_cycle008_1.38s.wav
167_1b1_Pr_sc_Meditron_cycle009_1.31s.wav,normal,167_1b1_Pr_sc_Meditron,1.315,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Pr_sc_Meditron_cycle009_1.31s.wav
167_1b1_Pr_sc_Meditron_cycle012_1.43s.wav,normal,167_1b1_Pr_sc_Meditron,1.429,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Pr_sc_Meditron_cycle012_1.43s.wav
167_1b1_Pr_sc_Meditron_cycle013_1.50s.wav,normal,167_1b1_Pr_sc_Meditron,1.5,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Pr_sc_Meditron_cycle013_1.50s.wav
167_1b1_Pr_sc_Meditron_cycle014_1.37s.wav,normal,167_1b1_Pr_sc_Meditron,1.371,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\167_1b1_Pr_sc_Meditron_cycle014_1.37s.wav
168_1b1_Al_sc_Meditron_cycle001_2.40s.wav,normal,168_1b1_Al_sc_Meditron,2.4,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\168_1b1_Al_sc_Meditron_cycle001_2.40s.wav
168_1b1_Al_sc_Meditron_cycle002_2.81s.wav,normal,168_1b1_Al_sc_Meditron,2.814,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\168_1b1_Al_sc_Meditron_cycle002_2.81s.wav
168_1b1_Al_sc_Meditron_cycle003_3.17s.wav,normal,168_1b1_Al_sc_Meditron,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\168_1b1_Al_sc_Meditron_cycle003_3.17s.wav
168_1b1_Al_sc_Meditron_cycle004_2.80s.wav,normal,168_1b1_Al_sc_Meditron,2.8,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\168_1b1_Al_sc_Meditron_cycle004_2.80s.wav
168_1b1_Al_sc_Meditron_cycle005_2.59s.wav,normal,168_1b1_Al_sc_Meditron,2.585,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\168_1b1_Al_sc_Meditron_cycle005_2.59s.wav
168_1b1_Al_sc_Meditron_cycle006_3.31s.wav,normal,168_1b1_Al_sc_Meditron,3.315,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\168_1b1_Al_sc_Meditron_cycle006_3.31s.wav
168_1b1_Al_sc_Meditron_cycle007_2.86s.wav,normal,168_1b1_Al_sc_Meditron,2.857,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\168_1b1_Al_sc_Meditron_cycle007_2.86s.wav
169_1b1_Lr_sc_Meditron_cycle003_2.81s.wav,normal,169_1b1_Lr_sc_Meditron,2.814,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\169_1b1_Lr_sc_Meditron_cycle003_2.81s.wav
169_1b1_Lr_sc_Meditron_cycle007_1.59s.wav,normal,169_1b1_Lr_sc_Meditron,1.586,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\169_1b1_Lr_sc_Meditron_cycle007_1.59s.wav
169_1b2_Ll_sc_Meditron_cycle005_2.79s.wav,normal,169_1b2_Ll_sc_Meditron,2.785,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\169_1b2_Ll_sc_Meditron_cycle005_2.79s.wav
170_1b2_Al_mc_AKGC417L_cycle001_3.17s.wav,normal,170_1b2_Al_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Al_mc_AKGC417L_cycle001_3.17s.wav
170_1b2_Al_mc_AKGC417L_cycle002_3.11s.wav,normal,170_1b2_Al_mc_AKGC417L,3.106,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Al_mc_AKGC417L_cycle002_3.11s.wav
170_1b2_Al_mc_AKGC417L_cycle003_3.05s.wav,normal,170_1b2_Al_mc_AKGC417L,3.051,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Al_mc_AKGC417L_cycle003_3.05s.wav
170_1b2_Al_mc_AKGC417L_cycle004_3.19s.wav,normal,170_1b2_Al_mc_AKGC417L,3.185,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Al_mc_AKGC417L_cycle004_3.19s.wav
170_1b2_Al_mc_AKGC417L_cycle005_3.06s.wav,normal,170_1b2_Al_mc_AKGC417L,3.0649,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Al_mc_AKGC417L_cycle005_3.06s.wav
170_1b2_Ar_mc_AKGC417L_cycle001_3.17s.wav,normal,170_1b2_Ar_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Ar_mc_AKGC417L_cycle001_3.17s.wav
170_1b2_Ar_mc_AKGC417L_cycle002_3.11s.wav,normal,170_1b2_Ar_mc_AKGC417L,3.106,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Ar_mc_AKGC417L_cycle002_3.11s.wav
170_1b2_Ar_mc_AKGC417L_cycle003_3.05s.wav,normal,170_1b2_Ar_mc_AKGC417L,3.051,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Ar_mc_AKGC417L_cycle003_3.05s.wav
170_1b2_Ar_mc_AKGC417L_cycle004_3.19s.wav,normal,170_1b2_Ar_mc_AKGC417L,3.185,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Ar_mc_AKGC417L_cycle004_3.19s.wav
170_1b2_Ar_mc_AKGC417L_cycle005_3.06s.wav,normal,170_1b2_Ar_mc_AKGC417L,3.0649,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Ar_mc_AKGC417L_cycle005_3.06s.wav
170_1b2_Lr_mc_AKGC417L_cycle001_3.17s.wav,normal,170_1b2_Lr_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Lr_mc_AKGC417L_cycle001_3.17s.wav
170_1b2_Lr_mc_AKGC417L_cycle002_3.11s.wav,normal,170_1b2_Lr_mc_AKGC417L,3.106,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Lr_mc_AKGC417L_cycle002_3.11s.wav
170_1b2_Lr_mc_AKGC417L_cycle003_3.05s.wav,normal,170_1b2_Lr_mc_AKGC417L,3.051,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Lr_mc_AKGC417L_cycle003_3.05s.wav
170_1b2_Lr_mc_AKGC417L_cycle004_3.19s.wav,normal,170_1b2_Lr_mc_AKGC417L,3.185,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Lr_mc_AKGC417L_cycle004_3.19s.wav
170_1b2_Lr_mc_AKGC417L_cycle005_3.06s.wav,normal,170_1b2_Lr_mc_AKGC417L,3.0649,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Lr_mc_AKGC417L_cycle005_3.06s.wav
170_1b2_Pl_mc_AKGC417L_cycle005_3.06s.wav,normal,170_1b2_Pl_mc_AKGC417L,3.0649,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Pl_mc_AKGC417L_cycle005_3.06s.wav
170_1b2_Pr_mc_AKGC417L_cycle001_3.17s.wav,normal,170_1b2_Pr_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Pr_mc_AKGC417L_cycle001_3.17s.wav
170_1b2_Pr_mc_AKGC417L_cycle002_3.11s.wav,normal,170_1b2_Pr_mc_AKGC417L,3.106,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Pr_mc_AKGC417L_cycle002_3.11s.wav
170_1b2_Pr_mc_AKGC417L_cycle003_3.05s.wav,normal,170_1b2_Pr_mc_AKGC417L,3.051,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Pr_mc_AKGC417L_cycle003_3.05s.wav
170_1b2_Pr_mc_AKGC417L_cycle004_3.19s.wav,normal,170_1b2_Pr_mc_AKGC417L,3.185,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Pr_mc_AKGC417L_cycle004_3.19s.wav
170_1b2_Pr_mc_AKGC417L_cycle005_3.06s.wav,normal,170_1b2_Pr_mc_AKGC417L,3.0649,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Pr_mc_AKGC417L_cycle005_3.06s.wav
170_1b2_Tc_mc_AKGC417L_cycle001_3.17s.wav,normal,170_1b2_Tc_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Tc_mc_AKGC417L_cycle001_3.17s.wav
170_1b2_Tc_mc_AKGC417L_cycle002_3.11s.wav,normal,170_1b2_Tc_mc_AKGC417L,3.106,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Tc_mc_AKGC417L_cycle002_3.11s.wav
170_1b2_Tc_mc_AKGC417L_cycle003_3.05s.wav,normal,170_1b2_Tc_mc_AKGC417L,3.051,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Tc_mc_AKGC417L_cycle003_3.05s.wav
170_1b2_Tc_mc_AKGC417L_cycle004_3.19s.wav,normal,170_1b2_Tc_mc_AKGC417L,3.185,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Tc_mc_AKGC417L_cycle004_3.19s.wav
170_1b2_Tc_mc_AKGC417L_cycle005_3.06s.wav,normal,170_1b2_Tc_mc_AKGC417L,3.0649,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b2_Tc_mc_AKGC417L_cycle005_3.06s.wav
170_1b3_Al_mc_AKGC417L_cycle001_3.04s.wav,normal,170_1b3_Al_mc_AKGC417L,3.039,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Al_mc_AKGC417L_cycle001_3.04s.wav
170_1b3_Al_mc_AKGC417L_cycle002_2.77s.wav,normal,170_1b3_Al_mc_AKGC417L,2.771,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Al_mc_AKGC417L_cycle002_2.77s.wav
170_1b3_Al_mc_AKGC417L_cycle003_2.89s.wav,normal,170_1b3_Al_mc_AKGC417L,2.888,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Al_mc_AKGC417L_cycle003_2.89s.wav
170_1b3_Al_mc_AKGC417L_cycle004_3.01s.wav,normal,170_1b3_Al_mc_AKGC417L,3.005,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Al_mc_AKGC417L_cycle004_3.01s.wav
170_1b3_Al_mc_AKGC417L_cycle005_3.17s.wav,normal,170_1b3_Al_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Al_mc_AKGC417L_cycle005_3.17s.wav
170_1b3_Al_mc_AKGC417L_cycle006_2.74s.wav,normal,170_1b3_Al_mc_AKGC417L,2.738,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Al_mc_AKGC417L_cycle006_2.74s.wav
170_1b3_Ar_mc_AKGC417L_cycle001_3.04s.wav,normal,170_1b3_Ar_mc_AKGC417L,3.039,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ar_mc_AKGC417L_cycle001_3.04s.wav
170_1b3_Ar_mc_AKGC417L_cycle002_2.77s.wav,normal,170_1b3_Ar_mc_AKGC417L,2.771,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ar_mc_AKGC417L_cycle002_2.77s.wav
170_1b3_Ar_mc_AKGC417L_cycle003_2.89s.wav,normal,170_1b3_Ar_mc_AKGC417L,2.888,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ar_mc_AKGC417L_cycle003_2.89s.wav
170_1b3_Ar_mc_AKGC417L_cycle004_3.01s.wav,normal,170_1b3_Ar_mc_AKGC417L,3.005,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ar_mc_AKGC417L_cycle004_3.01s.wav
170_1b3_Ar_mc_AKGC417L_cycle005_3.17s.wav,normal,170_1b3_Ar_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ar_mc_AKGC417L_cycle005_3.17s.wav
170_1b3_Ar_mc_AKGC417L_cycle006_2.74s.wav,normal,170_1b3_Ar_mc_AKGC417L,2.738,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ar_mc_AKGC417L_cycle006_2.74s.wav
170_1b3_Ll_mc_AKGC417L_cycle001_3.04s.wav,normal,170_1b3_Ll_mc_AKGC417L,3.039,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ll_mc_AKGC417L_cycle001_3.04s.wav
170_1b3_Ll_mc_AKGC417L_cycle002_2.77s.wav,normal,170_1b3_Ll_mc_AKGC417L,2.771,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ll_mc_AKGC417L_cycle002_2.77s.wav
170_1b3_Ll_mc_AKGC417L_cycle003_2.89s.wav,normal,170_1b3_Ll_mc_AKGC417L,2.888,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ll_mc_AKGC417L_cycle003_2.89s.wav
170_1b3_Ll_mc_AKGC417L_cycle004_3.01s.wav,normal,170_1b3_Ll_mc_AKGC417L,3.005,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ll_mc_AKGC417L_cycle004_3.01s.wav
170_1b3_Ll_mc_AKGC417L_cycle005_3.17s.wav,normal,170_1b3_Ll_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ll_mc_AKGC417L_cycle005_3.17s.wav
170_1b3_Ll_mc_AKGC417L_cycle006_2.74s.wav,normal,170_1b3_Ll_mc_AKGC417L,2.738,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Ll_mc_AKGC417L_cycle006_2.74s.wav
170_1b3_Lr_mc_AKGC417L_cycle001_3.04s.wav,normal,170_1b3_Lr_mc_AKGC417L,3.039,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Lr_mc_AKGC417L_cycle001_3.04s.wav
170_1b3_Lr_mc_AKGC417L_cycle002_2.77s.wav,normal,170_1b3_Lr_mc_AKGC417L,2.771,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Lr_mc_AKGC417L_cycle002_2.77s.wav
170_1b3_Lr_mc_AKGC417L_cycle003_2.89s.wav,normal,170_1b3_Lr_mc_AKGC417L,2.888,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Lr_mc_AKGC417L_cycle003_2.89s.wav
170_1b3_Lr_mc_AKGC417L_cycle005_3.17s.wav,normal,170_1b3_Lr_mc_AKGC417L,3.172,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Lr_mc_AKGC417L_cycle005_3.17s.wav
170_1b3_Lr_mc_AKGC417L_cycle006_2.74s.wav,normal,170_1b3_Lr_mc_AKGC417L,2.738,10000,e:\Shepherd\Spring2025\CIS487\personal_branch\Sentiment-Analysis-WLB\DigitalAuscultationAnalysis\data\categorized_cycles\normal\170_1b3_Lr_mc_AKGC417L_cycle006_2.74s.wav
